facility_id,clean_name,clean_type,clean_parish,clean_capacity,licence_issue_date,inspection_date,lat,lon,remarks
04525,"Moody, Mccann And Cisneros",Clinic,St. Joseph,,2018-12-23,2024-06-16,,,♥
5844,"Moody,-Kennedy-And-Macdonald Hosp",Unknown,St. Peter,195.0,2019-10-07,,,,-
5845,Moody-Conrad Hospital,Unknown,St. Peter,386.0,2022-09-21,2024-01-07,,, 
5846,Moody-Inc,Clinic,St. Peter,10.0,2019-11-05,2020-08-04,,,-
3b2618,Moody-Smith Hospital,Unknown,St. Peter,229.0,2018-04-21,,13.27391,-58.71518,Needs upgrade
HF-2044,Moon-Townsend Hosp,Clinic,St. Andrew,10.0,2024-09-06,,12.90393,-58.82592,Reinspection due
HF-2579,Mooney-Smith Clin,Unknown,St. Andrew,341.0,2021-04-21,,13.08207,-59.22924,Good
#9396,Moore Group,Community Health Centre,St. James,10.0,2021-01-09,,,,-
5216,Moore Group,Polyclinic,St. Michael,187.0,2023-05-21,,12.79473,-59.17142,-
c1b9c7,Moore Group Clinic,Clinic,St. Michael,,2020-02-26,,,,-
7227,Moore Group Hosp,Polyclinic,St. Michael,447.0,2019-06-07,,,,
cf41d5,Moore Inc Clinic,Other,St. George,38.0,2021-11-20,,,,Needs upgrade
#3541,Moore Inc Health Centre,Clinic,St. Lucy,,2020-09-30,,13.19125,-58.80236,
#3391,Moore Inc Hosp,Unknown,St. George,230.0,2024-07-27,,12.75261,-58.90783,
5857,Moore Inc Medical Center,Clinic,St. Peter,307.0,2021-12-11,,,, 
#5861,Moore Llc,Community Health Centre,St. Joseph,424.0,2024-08-28,,12.7735,-58.97596,
#1603,Moore Ltd,Polyclinic,St. Joseph,179.0,2019-07-09,,,,
2198,Moore Ltd Clinic,Clinic,St. James,372.0,2021-03-23,,13.12853,-58.91729,♥
4b2a80,Moore Ltd Hosp,Clinic,St. James,144.0,2021-07-30,,13.05055,-59.16587,
#4728,Moore Ltd Hosp,Clinic,Christ Church,,2024-06-17,,12.92515,-58.82619,Good
5863,Moore Ltd Polyclinic,Community Health Centre,St. Joseph,10.0,2025-01-06,2021-12-02,13.05789,-59.27014,
41df7a,Moore Plc,Clinic,St. James,404.0,2023-04-04,,13.0357,-59.11711,-
9246,Moore Plc Infirmary,Community Health Centre,St. James,448.0,2016-08-18,,,,Follow-up 2023
HF-5171,Moore Plc Polyclinic,Community Health Centre,St. Michael,185.0,2019-07-24,,,,
#4863,"Moore, Avery And Perez Hosp",Clinic,St. Lucy,482.0,2020-09-27,,,,-
#4891,"Moore, Berry And Ruiz Hosp",Clinic,St. Peter,357.0,2022-01-25,,,, 
02848,"Moore, Bond And Kemp",Clinic,St. George,,2017-07-24,,,,
5870,"Moore, Flores And Miller",Community Health Centre,St. John,386.0,2021-06-08,,,,
09271,"Moore, Green And Kemp Hosp",Community Health Centre,St. John,406.0,2021-06-18,2025-11-26,12.73697,-58.90641,-
5872,"Moore, Hernandez And Thomas",Community Health Centre,St. George,308.0,2019-04-02,,,,Follow-up 2023
5873,"Moore, Hill And Gomez",Clinic,St. Andrew,86.0,2017-11-13,,13.26621,-58.76737,
5874,"Moore, Jimenez And Hutchinson Hosp",Polyclinic,St. John,254.0,2024-01-30,,12.82499,-59.17137,-
5875,"Moore, Mccoy And Jones Clin",Community Health Centre,St. Lucy,,2021-07-26,,13.16554,-59.29047,
5876,"Moore, Medina And Davis Clinic",Community Health Centre,St. James,10.0,2018-10-26,,13.13987,-59.02315,Good
5813,"Moore, Mullins And Powell",Polyclinic,St. Lucy,,2024-01-27,,12.81265,-58.9116,Reinspection due
07765,"Moore, Rodriguez And Hanna",Polyclinic,St. George,1.0,2023-08-21,,13.25466,-58.75474,♥
5879,"Moore, Smith And Barnes",Community Health Centre,St. James,429.0,2017-05-28,2021-03-10,,,-
5880,"Moore,-Baker-And-Holden",Community Health Centre,St. Andrew,54.0,2017-02-17,,13.23769,-58.9087,Follow-up 2023
5881,"Moore,-Parker-And-Garcia",Community Health Centre,St. James,156.0,2019-01-24,,,,Follow-up 2023
1611,"Moore,-Patton-And-Parsons Hosp",Hospital,Christ Church,429.0,2017-06-03,,12.97869,-59.12976,-
847d3a,"Moore,-Rodriguez-And-Werner Hospital",Hospital,St. John,412.0,2024-11-11,,12.85947,-59.25532,-
HF-3196,"Moore,-Sexton-And-Leblanc Health Centre",Hospital,St. James,363.0,2018-06-07,,,,Needs upgrade
00222,"Moore,-Thomas-And-Mcfarland Hosp",Clinic,St. George,,2018-03-18,,13.18028,-58.75262,Needs upgrade
5886,"Moore,-Warner-And-Reid Polyclinic (Ycul)",Unknown,St. Lucy,10.0,2019-12-23,,13.11669,-59.26345, 
5887,Moore-Anderson,Community Health Centre,St. James,9.0,2018-04-29,,,,Needs upgrade
HF-0126,Moore-Brown Clin,Polyclinic,Christ Church,328.0,2020-10-31,,13.13815,-58.89934, 
HF-0395,Moore-Fuller Hosp,Community Health Centre,Christ Church,268.0,2017-11-21,2023-04-14,,,Needs upgrade
5890,Moore-Garza Clinic,Clinic,St. Peter,10.0,2025-02-07,,,,Follow-up 2023
09027,Moore-Garza Medical Center,Clinic,St. Andrew,,2018-10-07,,13.18754,-59.02009,Reinspection due
HF-1193,Moore-Johnson,Clinic,St. Lucy,,2024-04-03,2022-10-22,13.18465,-58.87189,
5893,Moore-Ltd Hosp,Hospital,St. Joseph,147.0,2016-04-01,,12.81438,-59.29781,Needs upgrade
#1891,Moore-Melton Hospital,Community Health Centre,St. Joseph,442.0,2016-08-03,,13.26601,-59.16093,♥
344498,Moore-Mitchell Clinic,Unknown,St. Andrew,467.0,2023-05-07,2021-01-17,13.02825,-59.06732, 
02587,Moore-Morris Hosp,Clinic,St. Joseph,263.0,2016-01-23,,13.29009,-58.76292,Follow-up 2023
147fc6,Moore-Neal,Other,St. Peter,10.0,2018-08-17,,12.7021,-58.8611,-
02942,Moore-Plc Clin,Unknown,St. Joseph,66.0,2022-09-08,,13.1067,-58.92825,-
330fb1,Moore-Rogers Medical Center,Community Health Centre,St. Lucy,,2019-12-26,,,,♥
f42816,Moore-Walker,Polyclinic,St. Peter,,2016-07-03,,12.91259,-58.93933,
5901,Mora Group Clinic,Other,Christ Church,388.0,2024-05-09,,12.7196,-58.83262,Reinspection due
HF-3305,"Mora, Mills And Smith",Community Health Centre,St. Peter,378.0,2017-07-03,,12.81591,-58.99528,Needs upgrade
5903,"Mora, Smith And Stewart",Unknown,St. John,,2017-06-10,,12.77675,-59.15678,Needs upgrade
3106,Mora-Henry Hosp,Clinic,St. Andrew,212.0,2025-09-17,2021-09-30,13.04014,-59.05527,
3294,Mora-Martinez Polyclinic,Community Health Centre,St. Lucy,,2024-09-11,,,,Good
09805,Mora-Ortiz,Clinic,St. Andrew,,2020-05-22,,12.99105,-59.12784,
5907,Morales Group Health Centre,Clinic,Christ Church,297.0,2024-01-13,,12.84415,-59.20009,Good
HF-2244,Morales Inc Hosp,Unknown,Christ Church,349.0,2016-09-29,2019-02-20,12.8571,-59.16014,-
09707,Morales Ltd,Clinic,St. Peter,,2021-06-20,,,,Good
4897,"Morales, Anderson And Callahan Health Centre",Hospital,St. John,,2025-09-05,,13.29658,-59.13903,♥
3212,"Morales, Goodman And Roman Infirmary",Polyclinic,St. James,186.0,2021-05-30,,13.14421,-58.76511,Needs upgrade
5e56e8,"Morales, Griffin And Green Hosp",Polyclinic,St. George,59.0,2022-06-10,,13.29016,-59.1525,Good
HF-8489,"Morales, Mccullough And Schroeder Medical Center",Hospital,St. Michael,79.0,2019-11-23,,12.86653,-59.02622,♥
9120,"Morales, Williams And Martinez",Hospital,St. Michael,189.0,2025-10-12,,13.19582,-58.97268, 
5915,"Morales, Winters And Rodriguez",Polyclinic,St. John,,2024-01-05,,,,Follow-up 2023
5916,"Morales,-Estrada-And-Moreno Clinic",Hospital,St. James,164.0,2022-04-23,2025-12-31,13.20332,-59.15623,Reinspection due
#3627,"Morales,-Graham-And-Perez Hospital",Community Health Centre,St. John,10.0,2024-03-09,,,,
9824,"Morales,-Jacobs-And-Simon Hospital",Polyclinic,Christ Church,438.0,2021-04-20,,13.216,-59.03192,Needs upgrade
#9627,Morales-And-Sons Hosp,Other,St. Michael,10.0,2016-06-28,,13.02512,-59.03759, 
5920,Morales-Arias Medical Center,Unknown,St. Lucy,302.0,2020-05-01,,,,Good
HF-9620,Morales-Diaz (Ycul),Community Health Centre,St. Lucy,243.0,2017-12-16,,,, 
5922,Morales-Inc Infirmary,Unknown,St. John,,2022-03-28,,13.16324,-59.14778,Good
HF-8320,Morales-Johnson Polyclinic,Polyclinic,Christ Church,98.0,2022-10-15,2023-03-01,,,Good
6216,Morales-Martinez Infirmary,Unknown,St. John,,2016-05-31,,,,
08605,Morales-Pace Medical Center,Community Health Centre,St. James,,,2025-08-14,12.8981,-59.10612,
08768,Morales-Price Medical Center,Clinic,St. Joseph,,2016-11-28,,,,Needs upgrade
7993,Morales-Reed,Polyclinic,St. Joseph,34.0,2017-01-23,,,,-
03364,Moran Plc,Clinic,St. James,379.0,2025-11-24,2020-08-17,,,♥
4909,Moran Plc,Polyclinic,St. John,447.0,2024-08-28,2019-11-29,,,Needs upgrade
c52660,"Moran,-Sanchez-And-Phillips",Community Health Centre,Christ Church,10.0,2023-07-16,,12.75259,-59.15615,Reinspection due
5931,Moran-Arnold Clinic,Community Health Centre,St. John,298.0,2021-01-12,2024-09-25,12.89212,-58.95651,Needs upgrade
#4481,Moran-Buchanan,Unknown,St. Peter,10.0,2016-08-24,2025-07-08,13.11177,-58.88269,
338,Moreno Plc (Hcruhc),Polyclinic,Hcruhc Tsirhc,10.0,2017-03-10,,13.00152,-59.00327,Good
01651,Moreno Plc Polyclinic,Hospital,St. Andrew,347.0,2023-07-31,,,,Reinspection due
5935,"Moreno, Bowen And Lewis Health Centre",Community Health Centre,St. Peter,,2018-06-23,,13.1232,-59.13374,Good
#3335,"Moreno, Howard And Oliver",Polyclinic,St. Lucy,10.0,2019-09-15,,13.25294,-59.26813,
5937,"Moreno, Huang And Murphy",Hospital,St. John,335.0,2022-02-01,,12.73382,-59.09079,Follow-up 2023
07566,"Moreno, Skinner And Bullock Infirmary",Clinic,St. Peter,71.0,2023-04-11,,13.15527,-58.91545,
9405,"Moreno,-Schroeder-And-Carter",Community Health Centre,St. John,,2024-04-23,2020-06-18,12.82369,-58.81792,♥
#5857,Moreno-Gallagher Clinic,Polyclinic,St. John,,2020-08-17,,,,Reinspection due
HF-0774,Moreno-Group Polyclinic,Community Health Centre,St. George,332.0,2017-09-15,,12.71272,-59.21186,♥
5942,Moreno-Smith,Unknown,St. John,260.0,2018-12-21,,12.73594,-58.79096,
9261,Morgan And Sons,Community Health Centre,St. Michael,407.0,2024-10-08,,,,
HF-4300,Morgan And Sons Clin,Other,St. Peter,10.0,2025-10-16,2018-06-19,12.96123,-59.18942,
08456,Morgan Group Medical Center,Unknown,St. Lucy,97.0,2016-05-24,2024-09-22,,, 
07643,Morgan Inc,Community Health Centre,St. James,255.0,2020-09-04,,13.29191,-59.06941,-
9236,Morgan Inc Hospital,Unknown,St. George,154.0,2019-06-12,,13.10826,-58.71547,
#4452,"Morgan, Coleman And Anderson Polyclinic",Polyclinic,St. Michael,69.0,2016-05-11,,13.05484,-58.86037,Reinspection due
5024,"Morgan, Diaz And Johnson Polyclinic",Hospital,Christ Church,,2022-03-19,,12.96858,-59.28634,Follow-up 2023
5950,"Morgan, Hernandez And Payne Infirmary",Other,St. Lucy,246.0,2020-12-10,,,,Needs upgrade
0bc1a7,"Morgan, Kaiser And Cox",Community Health Centre,St. Peter,,2025-08-24,,13.18421,-58.96292,
7665,"Morgan, Lewis And Ford Hosp",Other,St. George,,2017-01-17,,,,Needs upgrade
HF-3186,"Morgan, Marshall And Logan Health Centre",Community Health Centre,St. Lucy,383.0,2017-09-04,,12.72478,-58.8701,Reinspection due
#382,"Morgan, Mcmahon And Yates",Other,St. Michael,36.0,2021-11-01,,,,♥
5955,"Morgan, Price And Smith",Unknown,Christ Church,32.0,2018-04-04,,13.19411,-59.03979, 
425,"Morgan, Richardson And Cunningham Medical Center",Other,St. Michael,485.0,2021-04-05,,,,Reinspection due
5957,"Morgan, Smith And Anderson Hosp",Hospital,St. Peter,21.0,2021-05-20,,13.06044,-58.85762,Follow-up 2023
03677,"Morgan, Stein And Mays Hospital",Community Health Centre,St. James,482.0,2021-11-02,,,,
#4917,"Morgan,-Mcbride-And-Moore Hosp",Clinic,St. John,403.0,2023-10-12,,12.83379,-59.1987,Reinspection due
09d77c,"Morgan,-Moran-And-Lawrence Polyclinic",Clinic,St. John,387.0,2016-05-20,,,,Reinspection due
764,Morgan-Alvarado Health Centre,Clinic,Hcruhc Tsirhc,433.0,2020-11-06,,,, 
HF-8210,Morgan-Davis Polyclinic,Hospital,St. Andrew,10.0,2025-09-05,2019-08-18,12.88587,-59.16276,
8889,Morgan-Downs Infirmary,Clinic,Christ Church,243.0,2018-01-04,,12.92585,-59.19387,♥
#263,Morgan-Monroe,Other,St. Michael,285.0,2024-05-15,,,,Follow-up 2023
8497,Morgan-Wilson Polyclinic,Clinic,St. John,,2018-03-08,,13.18298,-58.91723,♥
5966,Morris Group Infirmary,Other,St. Andrew,390.0,2021-11-17,2021-09-22,,, 
HF-6468,Morris Group Polyclinic,Polyclinic,St. Andrew,219.0,2019-03-26,,13.27134,-58.7659,Follow-up 2023
HF-8038,Morris Inc,Unknown,St. Peter,375.0,2016-03-24,,13.20256,-58.72874,Good
HF-4345,Morris Inc Infirmary,Clinic,St. James,108.0,2022-11-16,,,,Good
#9638,Morris Llc Hosp,Hospital,Christ Church,374.0,2022-12-02,,12.8954,-59.1227,♥
5971,Morris Ltd Infirmary,Community Health Centre,St. Lucy,411.0,2023-02-26,,13.00001,-59.29379,-
5972,Morris Plc Polyclinic,Community Health Centre,St. George,404.0,2016-06-11,,13.08455,-59.19643,Needs upgrade
04644,"Morris, Hawkins And Williams",Community Health Centre,St. Andrew,,2021-10-16,,13.14758,-59.05668,
#4715,"Morris, Hernandez And Weaver Hosp",Community Health Centre,St. Joseph,,2022-01-09,,,, 
8852,"Morris, Johnson And Hernandez Infirmary",Unknown,St. John,,2021-04-11,,,, 
928467,"Morris, Jones And Stevenson Medical Center",Clinic,St. Joseph,424.0,2021-03-19,,13.1236,-59.22794,
5977,"Morris, Leonard And Ellis Polyclinic",Other,Christ Church,417.0,2018-05-27,,13.25457,-58.95235, 
6f0ab5,"Morris, Mendoza And Dixon Medical Center",Community Health Centre,Christ Church,104.0,2022-02-14,,,,Needs upgrade
5979,"Morris, Orozco And Webster",Hospital,St. Peter,311.0,2025-10-13,,12.91631,-59.12411,-
HF-1156,"Morris, Taylor And Jones Hosp",Community Health Centre,St. James,,2022-01-28,,13.19333,-58.72405,-
2239,"Morris, Thompson And Walker Medical Center",Community Health Centre,Christ Church,290.0,2020-06-07,,12.75184,-58.70717,Reinspection due
e95184,"Morris, Vargas And Hensley",Clinic,Christ Church,231.0,2022-06-25,,12.88889,-58.95403,Needs upgrade
5983,"Morris, Watkins And Johnson",Community Health Centre,Christ Church,,2023-04-17,,13.19586,-58.94246,-
#5669,Morris-Group Hosp,Polyclinic,St. George,10.0,2023-03-19,,12.78864,-59.23506,-
27dbff,Morris-Jackson Hospital,Polyclinic,St. James,359.0,2021-04-20,,12.71319,-58.89273,-
5986,Morris-Jones Hospital,Polyclinic,St. Andrew,,2017-02-25,,,,♥
6097,Morris-Krause Hosp,Clinic,St. Joseph,,2016-11-10,,13.03997,-58.7425,
HF-4381,Morris-Parrish,Clinic,St. Peter,,2017-05-04,2023-07-10,12.76416,-58.90705,♥
09224,Morris-Perez Health Centre,Community Health Centre,St. Michael,467.0,2023-02-21,,,,
HF-9603,Morris-Rivera,Community Health Centre,St. Michael,,2022-10-01,2022-09-30,13.06458,-58.90552, 
05167,Morris-Shields,Clinic,St. Lucy,10.0,2018-08-27,,,,
f2e67f,Morris-Wong,Community Health Centre,St. Peter,64.0,2018-09-06,2020-09-06,12.87219,-59.22532,Follow-up 2023
5993,"Morrison, Lewis And Nelson Infirmary",Other,St. James,47.0,2018-04-08,,13.05718,-58.88279,
#1666,"Morrison, Mason And Johnson",Hospital,St. Peter,,2020-01-30,,12.98152,-58.87615,Needs upgrade
08341,"Morrison,-Lawson-And-Young Polyclinic",Polyclinic,St. James,392.0,2018-09-26,,13.16246,-59.13569,Good
716,Morrison-Lopez,Community Health Centre,St. James,161.0,2017-03-30,,,,Reinspection due
850676,Morrison-Rocha Clinic,Community Health Centre,St. James,362.0,2021-11-05,,12.79617,-59.15384,♥
5998,Morrison-Vasquez,Clinic,St. George,13.0,2017-05-22,2024-12-15,12.76513,-58.87506,Follow-up 2023
04255,Morrow Ltd Medical Center,Community Health Centre,St. Joseph,127.0,2016-06-03,,12.92319,-58.75556,Reinspection due
8701,Morrow-Mason Medical Center,Unknown,St. Joseph,10.0,2019-07-30,,,,Follow-up 2023
6001,Morse-Richardson Clinic,Polyclinic,St. Lucy,,2017-06-24,,12.89526,-59.21406,Good
HF-3547,Morse-Rivera,Hospital,St. Andrew,,2019-02-18,,,, 
HF-4116,Morse-Young Hosp,Community Health Centre,St. Michael,69.0,2022-11-23,,13.18188,-58.87508,Good
8217,Morton Group Hosp,Clinic,St. Lucy,,2016-04-14,,12.80187,-58.87431,Follow-up 2023
HF-4466,Morton Plc Medical Center,Hospital,St. John,337.0,2020-06-05,,13.11334,-58.77541,
6006,"Morton, Fleming And Carlson Clin",Unknown,St. John,,2016-12-11,,13.1254,-58.98251,♥
1454,"Morton,-Harvey-And-White Infirmary",Unknown,Hcruhc Tsirhc,,2018-12-17,,12.92879,-58.74874,Good
6008,Morton-Gonzalez Infirmary,Clinic,St. John,47.0,2019-04-27,,,,
01135,Morton-Hernandez,Polyclinic,St. Lucy,10.0,2017-07-22,,,, 
03062,Morton-Humphrey Hospital,Community Health Centre,St. George,491.0,2018-10-29,2020-12-09,,,
6011,Moses And Sons Infirmary,Clinic,St. Joseph,10.0,2022-03-19,,13.06104,-59.29708,-
8259,Moses And Sons Polyclinic,Hospital,Christ Church,322.0,2025-08-19,,12.98148,-59.07119,Reinspection due
HF-4196,Moses Inc Polyclinic,Community Health Centre,Christ Church,39.0,2021-09-17,,13.01607,-59.25708,
5de4ab,Moses Llc Hosp,Unknown,St. John,,2021-11-11,,12.92376,-58.77587,-
6015,Moses Ltd Hosp,Clinic,St. Lucy,,2025-11-17,,13.12443,-58.86613,Follow-up 2023
07657,"Moses,-Moore-And-Blankenship Medical Center",Community Health Centre,Christ Church,,2018-07-08,,12.70556,-58.78684,
6017,Moses-Lopez,Polyclinic,St. George,335.0,2022-09-19,,13.10333,-59.09547,Reinspection due
1861,Moses-Williams,Community Health Centre,St. Andrew,250.0,2023-03-12,2022-09-27,13.0433,-58.99257,
2682,"Mosley, Garcia And Brooks",Clinic,St. George,10.0,2019-04-14,,,,Follow-up 2023
5235,"Mosley, Phillips And Hudson",Polyclinic,St. John,10.0,2022-05-04,2018-03-23,,,
8029,Mosley-Ramirez,Other,St. Joseph,361.0,2024-09-16,,13.25957,-59.2917,Reinspection due
6022,Moss And Sons,Other,St. Michael,,2017-01-07,,13.14192,-59.0526,Needs upgrade
HF-9511,Moss Inc Infirmary,Clinic,Christ Church,194.0,2023-01-31,,,,
6024,Moss Plc Medical Center,Clinic,Christ Church,254.0,2017-03-02,,,,
HF-5967,"Moss, Morgan And Jones Infirmary",Polyclinic,St. Michael,155.0,2016-01-26,,,,
HF-7347,"Moss,-Shepherd-And-Norton Hospital",Clinic,St. James,275.0,2022-11-05,,13.01976,-59.13144,Good
a71f2c,Moss-Cobb Polyclinic,Community Health Centre,St. Peter,406.0,2023-08-29,,13.01586,-59.22679,-
6028,Moss-Fitzgerald,Hospital,St. James,447.0,2022-08-31,,,,♥
09840,Moyer Inc,Hospital,Christ Church,308.0,2025-04-21,,,,♥
09438,Moyer-Flowers Infirmary,Clinic,St. Peter,363.0,2016-04-19,,13.03605,-58.77765,Reinspection due
ec0a04,Mueller Llc Hosp.,Polyclinic,St. George,103.0,2016-06-19,,12.79005,-58.83694,Needs upgrade
6032,"Mueller, Pham And Rogers Health Centre",Clinic,St. John,,2020-07-24,,13.2067,-59.10644,
06486,Mueller-Miller,Other,St. Michael,287.0,2023-04-05,,,, 
03772,"Mullen, Garcia And Maxwell Polyclinic",Unknown,St. Peter,,2018-06-23,,,,
6035,"Mullen, Larsen And Patterson Infirmary",Hospital,Christ Church,354.0,2022-12-20,,12.99522,-59.10407,Follow-up 2023
7131,Mullins Llc,Other,St. Michael,,2021-06-27,,12.80307,-59.16798,-
1028,Mullins Ltd Clin,Clinic,St. John,,2024-03-07,,,,Good
6038,Mullins Plc,Clinic,St. Joseph,269.0,2021-04-20,,,,
#6715,"Mullins, Nixon And Henry",Hospital,St. Joseph,,2022-04-13,,13.22272,-59.21805, 
#1790,Mullins-Garcia Hospital,Polyclinic,St. Michael,,2019-01-20,,13.21251,-59.15534,
09130,Munoz Plc,Community Health Centre,St. Andrew,493.0,2017-10-08,,,,
02385,"Munoz, Mccarthy And Warren Hosp",Clinic,St. John,328.0,2025-06-13,,12.98112,-59.19413,Reinspection due
09206,"Munoz, Taylor And Cole",Community Health Centre,Christ Church,,2021-12-17,,,,-
2268,"Munoz,-Kennedy-And-Black",Unknown,St. George,,2016-01-15,2018-07-25,,,
6045,Munoz-Trevino Medical Center,Community Health Centre,St. Peter,,2020-06-12,,,, 
1a0df9,Murillo Ltd Medical Center,Polyclinic,St. George,462.0,2018-10-19,,12.76634,-58.75936, 
8454,Murillo-Taylor,Hospital,Christ Church,,2016-02-13,,12.72269,-58.99832,Reinspection due
3653,Murphy And Sons,Community Health Centre,St. James,176.0,2022-08-13,,13.00054,-59.19961,Needs upgrade
HF-9198,Murphy And Sons Infirmary,Clinic,St. George,381.0,2021-07-06,,,,-
02881,Murphy Inc,Clinic,St. Lucy,318.0,2022-11-23,,12.83197,-58.85328,Reinspection due
6051,"Murphy, Dunn And Harris Hosp",Other,St. Andrew,,2019-01-20,,13.13115,-59.27821,Follow-up 2023
02655,"Murphy, Estrada And Lopez Health Centre",Hospital,St. Lucy,,2017-03-07,,13.22075,-58.96753,
bb8697,"Murphy, Jackson And Molina Hospital",Community Health Centre,St. Peter,382.0,2016-01-21,,13.09641,-59.10017, 
1fd871,"Murphy, Jones And Wilkins Medical Center",Clinic,St. Lucy,,2024-05-13,,,,
3335be,"Murphy, Koch And Davis Health Centre",Other,St. James,484.0,2017-06-02,,,,♥
06876,"Murphy, Moses And Davis Hospital",Unknown,St. James,185.0,2018-04-10,,12.92064,-58.96304,Good
#5821,"Murphy, Nguyen And Gonzalez Hosp",Clinic,St. Andrew,,2024-04-24,2024-07-23,12.99515,-59.06837,Needs upgrade
6058,"Murphy, Rowland And Conley",Unknown,St. George,369.0,2017-10-02,,,,
6059,"Murphy, Russell And Christensen Hosp",Community Health Centre,St. Andrew,82.0,2019-10-05,,12.77821,-59.00286,
6060,"Murphy, Sanchez And Combs Infirmary",Clinic,St. John,230.0,2022-01-01,,13.00321,-59.26427,
6061,"Murphy, Webb And Booker Health Centre",Other,Christ Church,207.0,2020-04-16,,12.98655,-59.25197,Follow-up 2023
7694,Murphy-Burns Hospital,Unknown,St. James,135.0,2023-11-25,,12.88893,-58.77158,Follow-up 2023
05424,Murphy-Campbell,Unknown,Christ Church,29.0,2023-09-10,2021-04-01,13.06981,-58.88864,Good
09971,Murphy-Carter Hosp,Clinic,Christ Church,449.0,2023-09-03,,,,
16997a,Murphy-Davis Medical Center,Community Health Centre,St. Michael,104.0,2024-05-06,2024-01-28,12.97677,-58.9991,Follow-up 2023
#5863,Murphy-Ford Hosp,Hospital,St. James,,2021-08-26,2018-09-29,,,
3943,Murphy-Gonzales Health Centre,Community Health Centre,St. Andrew,,2021-07-19,,,, 
#3954,Murphy-Randolph,Clinic,St. Michael,,2017-02-26,,,,Follow-up 2023
6504f8,Murphy-Reed Infirmary,Community Health Centre,St. George,142.0,2017-05-01,2021-08-10,12.7979,-58.78592, 
6070,Murphy-Roberts Hosp,Clinic,Christ Church,,2020-06-17,,,,Follow-up 2023
6071,Murphy-Rodriguez Polyclinic,Community Health Centre,St. George,382.0,2016-06-10,,12.79787,-59.21414,Reinspection due
2879,Murphy-Roy Medical Center,Clinic,St. Peter,469.0,2019-07-24,,12.71731,-59.10677,-
6073,Murphy-Wolfe Infirmary,Community Health Centre,St. Lucy,10.0,2021-04-25,,,,Needs upgrade
6074,Murray Inc,Hospital,St. George,,2016-07-18,,,,♥
05547,Murray Llc Health Centre,Clinic,St. Joseph,,2017-08-06,2019-06-08,,,-
HF-3310,Murray Plc,Clinic,St. George,239.0,2017-09-10,,,,Needs upgrade
HF-1881,"Murray, Ford And Lane",Community Health Centre,St. Peter,348.0,2021-11-09,,12.90142,-58.74477,Good
05040,"Murray, Morales And Terry Hospital",Hospital,St. Peter,177.0,2025-05-12,,,,-
6079,"Murray, Winters And Lewis",Polyclinic,St. Joseph,190.0,2024-12-08,,,,♥
f365f6,Murray-Liu Polyclinic,Polyclinic,St. Joseph,10.0,2019-01-01,,12.82278,-58.77756,-
#7545,Murray-Middleton Infirmary,Community Health Centre,Christ Church,10.0,2025-11-07,,,,Follow-up 2023
05357,Murray-Olson Hospital,Clinic,St. Peter,337.0,2025-10-24,,12.80985,-58.84405,Reinspection due
04365,Myers Group,Unknown,Christ Church,89.0,2022-05-08,,12.87651,-58.70639,Good
6084,Myers Group,Hospital,St. Joseph,,2023-12-10,,,,Reinspection due
6085,Myers Group Clinic,Clinic,St. Andrew,,2019-09-10,,13.19535,-59.01528,♥
HF-9302,Myers Inc,Community Health Centre,St. James,,2017-04-07,2018-05-09,12.80558,-58.95717,♥
7008,"Myers, Hart And Martinez",Community Health Centre,St. Michael,69.0,2025-04-09,,,,Follow-up 2023
#7685,"Myers,-Thompson-And-Martinez Hosp",Community Health Centre,St. Lucy,10.0,2024-03-26,,13.24601,-58.90055,Needs upgrade
1229,Myers-Adams Hosp,Hospital,St. Michael,,2019-12-03,2018-12-07,13.05723,-59.00714,Reinspection due
6090,Myers-Adams Hospital,Community Health Centre,Christ Church,,2024-01-05,,,,Needs upgrade
07899,Myers-Allen Infirmary,Clinic,St. Andrew,305.0,2022-08-15,,12.91752,-59.07844,Needs upgrade
07696,Myers-Brown Health Centre,Clinic,St. Lucy,136.0,2025-10-14,,12.7619,-59.20968,
6093,Myers-Huang Hosp.,Hospital,St. John,430.0,2016-08-30,,12.96012,-59.00612,Reinspection due
#9286,Myers-Llc,Unknown,St. Andrew,10.0,2018-09-16,,12.842,-58.85312,♥
HF-4595,Myers-Plc Hospital,Unknown,St. Lucy,144.0,2019-02-20,2023-11-08,12.76402,-58.72259,Follow-up 2023
4538,Myers-Richardson,Clinic,St. Lucy,440.0,2022-08-11,,12.94709,-59.25535,
6097,Myers-Wilson Medical Center,Unknown,Christ Church,,2017-04-14,,,,Reinspection due
3397f8,Nash And Sons Infirmary,Unknown,St. Michael,,2022-01-04,,13.14152,-59.07052,
6099,"Nash, Diaz And Hill Health Centre",Unknown,St. Lucy,120.0,2017-08-29,,13.07017,-58.82614,Follow-up 2023
649,Nash-Black Health Centre,Community Health Centre,St. Michael,22.0,2020-05-14,,,,Good
f76e1e,Nash-Mclaughlin Hosp,Polyclinic,St. Peter,,2024-12-08,2025-05-09,12.88085,-59.05022,Good
07012,Navarro Llc Hospital,Clinic,St. John,300.0,2021-06-22,2020-09-10,12.95275,-58.70644,Follow-up 2023
6103,"Navarro, Banks And Booth Health Centre",Hospital,St. Andrew,,2020-08-05,,12.9818,-59.00407,Reinspection due
